アニメシリーズID,メディア,タイトル,よみがな,開始年月日,終了年月日,放送局／劇場／販売元,原作,uri
ANS000088800,劇場,イルカのクリスマス ジェレミーの木,イルカノクリスマス　ジェレミーノキ,1983/04/29,-,東映セントラルフィルム,原作・音楽/イルカ,http://mediaarts-db.jp/an/anime_series/1570
ANS000088900,TV,ナイン,ナイン,1983/05/04,-,フジテレビ,原作/あだち充 小学館サンデーコミックス刊,http://mediaarts-db.jp/an/anime_series/1572
ANS000089000,TV,ストップ!!ひばりくん!,ストップ!!ヒバリクン!,1983/05/20,1984/01/27,フジテレビ,原作/江口寿史 （集英社「週刊少年ジャンプ」連載）,http://mediaarts-db.jp/an/anime_series/1574
ANS000089100,TV,ベムベムハンター こてんぐテン丸,ベムベムハンター　コテングテンマル,1983/05/26,1983/10/27,フジテレビ,原作/かぶと虫太郎 「コミックボンボン」、講談社の児童雑誌連載中,http://mediaarts-db.jp/an/anime_series/1576
ANS000089200,劇場,ゴルゴ13,ゴルゴ13,1983/05/28,-,東宝東和,原作/さいとう・たかを、さいとう・プロダクション（ビッグコミック連載中 小学館刊、リイド社刊）,http://mediaarts-db.jp/an/anime_series/1578
ANS000089400,TV,ピュア島の仲間たち,ピュアジマノナカマタチ,1983/07/01,1983/12/23,日本テレビ,原作/（文）ステファン・コスグローブ （絵）ロビン・ジェームズ 雑誌連載/講談社 おともだち たのしい幼稚園,http://mediaarts-db.jp/an/anime_series/1582
ANS000089300,TV,プラレス3四郎,プラレスサンシロウ,1983/06/05,1984/02/26,TBS,原作/牛次郎、神矢みのる （週刊少年チャンピオン連載） 秋田書店刊,http://mediaarts-db.jp/an/anime_series/1580
ANS000089600,TV,超時空世紀オーガス,チョウジクウセイキ　オーガス,1983/07/03,1984/04/08,毎日放送,原作/スタジオぬえ 連載/小学館各誌 テレビくん テレビアニメマガジン■原作協力/アートランド,http://mediaarts-db.jp/an/anime_series/1586
ANS000089500,TV,魔法の天使クリィミーマミ,マホウノテンシクリィミーマミ,1983/07/01,1984/06/29,日本テレビ,原案・構成/伊藤和典 連載/「キャロル」「おともだち」「たのしい幼稚園」講談社,http://mediaarts-db.jp/an/anime_series/1584
ANS000089700,TV,サイコアーマーゴーバリアン,サイコアーマー ゴーバリアン,1983/07/06,1983/12/28,テレビ東京,原作/永井豪＆ダイナミック企画,http://mediaarts-db.jp/an/anime_series/1588
ANS000089900,劇場,ドキュメント太陽の牙 ダグラム,ダグラムドキュメントタイヨウノキバダグラム,1983/07/09,-,松竹,原案/高橋良輔、星山博之,http://mediaarts-db.jp/an/anime_series/1592
ANS000089800,劇場,ザブングル グラフィティ,ザブングルグラフィティ,1983/07/09,-,松竹,原案/矢立肇,http://mediaarts-db.jp/an/anime_series/1590
ANS000090000,劇場,パタリロ! スターダスト計画,パタリロ! スターダストケイカク,1983/07/10,-,東映,原作/魔夜峰央 白泉社「花とゆめ」連載,http://mediaarts-db.jp/an/anime_series/1594
ANS000090200,劇場,ユニコ 魔法の島へ,ユニコ マホウノシマヘ,1983/07/16,-,サンリオ映画配給,原作・構成/手塚治虫 原作出版/サンリオ出版,http://mediaarts-db.jp/an/anime_series/1598
ANS000090100,TV,キャッツ・アイ （第一期）,キャッツ・アイ,1983/07/11,1984/03/26,日本テレビ,原作/北条司（週刊少年ジャンプ連載 集英社刊）,http://mediaarts-db.jp/an/anime_series/1596
ANS000090400,TVスペシャル,タイムスリップ10000年 プライムローズ,タイムスリップイチマンネン　プライムローズ,1983/08/21,-,日本テレビ,原作、構成/手塚治虫,http://mediaarts-db.jp/an/anime_series/1602
ANS000090300,劇場,はだしのゲン,ハダシノゲン,1983/07/21,-,共同映画全国系列会議,原作/中沢啓治「はだしのゲン」（汐文社刊）,http://mediaarts-db.jp/an/anime_series/1600
ANS000090500,TV,どくとるマンボウ＆怪盗ジバコ 宇宙より愛をこめて,ドクトルマンボウアンドカイトウジバコ ウチュウヨリアイヲコメテ,1983/09/12,1983/09/12,フジテレビ,原作/北杜夫,http://mediaarts-db.jp/an/anime_series/1604
ANS000090600,劇場,ナイン,ナイン＜オリジナル版＞,1983/09/16,-,東宝,原作/あだち充 小学館「少年サンデーコミックス」刊,http://mediaarts-db.jp/an/anime_series/1606
ANS000090700,TV,機甲創世記モスピーダ,キコウソウセイキモスピーダ,1983/10/02,1984/03/25,フジテレビ,NULL,http://mediaarts-db.jp/an/anime_series/1608
ANS000090900,TV,特装機兵ドルバック,トクソウキヘイドルバック,1983/10/07,1984/07/06,フジテレビ,連載/秋田書店 月刊「アニメマガジン」,http://mediaarts-db.jp/an/anime_series/1612
ANS000090800,TV,タオタオ絵本館 世界動物ばなし（第1期）,タオタオエホンカン　セカイドウブツバナシ(第1期),1983/10/07,1984/03/30,テレビ大阪,-,http://mediaarts-db.jp/an/anime_series/1610
ANS000091000,TV,ふしぎの国のアリス,フシギノクニノアリス,1983/10/10,1984/03/26,テレビ東京,原作/ルイス・キャロル,http://mediaarts-db.jp/an/anime_series/1614
ANS000091100,TV,まんがイソップ物語,マンガイソップモノガタリ,1983/10/10,1983/12/30,テレビ東京,原作／イソップ『イソップ寓話物語』,http://mediaarts-db.jp/an/anime_series/1616
ANS000091200,TV,キャプテン翼,キャプテンツバサ,1983/10/13,1986/03/27,テレビ東京,原作/高橋陽一（週刊少年ジャンプ連載）,http://mediaarts-db.jp/an/anime_series/1618
ANS000091400,TV,銀河漂流バイファム,ギンガヒョウリュウバイファム,1983/10/21,1984/09/08,毎日放送,原案/矢立肇、富野由悠季 雑誌連載/講談社■原作/神田武幸、星山博之,http://mediaarts-db.jp/an/anime_series/1622
ANS000091300,TV,伊賀野カバ丸,イガノカバマル,1983/10/20,1984/03/29,日本テレビ,原作/亜月裕 集英社「週刊マーガレット」連載,http://mediaarts-db.jp/an/anime_series/1620
ANS000091700,TV,ひなまつりアニメファンタジー! 宇宙の果てまで冒険旅行 ロマンチック銀河ツアーへの御招待!!,ヒナマツリアニメファンタジー！　ウチュウノハテマデボウケンリョコウ,1983/03/03,1983/03/03,日本テレビ,-,http://mediaarts-db.jp/an/anime_series/1628
ANS000091500,TV,子鹿物語,コジカモノガタリ,1983/11/08,1985/01/29,NHK,原作/マージョリー・ローリングス,http://mediaarts-db.jp/an/anime_series/1624
ANS000091600,TV,ナイン2 恋人宣言,ナインツー　コイビトセンゲン,1983/12/18,-,フジテレビ,原作/あだち充 小学館「少年サンデーコミックス」刊,http://mediaarts-db.jp/an/anime_series/1626
ANS000091900,劇場,パーマン バードマンがやって来た!!,パーマン　バードマンガヤッテキタ!!,1983/03/13,-,東宝,原作・脚本/藤子不二雄 連載/小学館の学習雑誌 マミイ、ベビーブック、めばえ、よいこ、幼稚園、学習幼稚園、てれびくん、小学一年生、小学二年生、小学三年生、小学四年生、小学五年生、小学六年生、コロコロコミック,http://mediaarts-db.jp/an/anime_series/1632
ANS000091800,TV,はじめてのクリスマス,ハジメテノクリスマス,1983/12/24,-,朝日放送,-,http://mediaarts-db.jp/an/anime_series/1630
ANS000092200,劇場,おこんじょうるり,オコン　ジョウ　ルリ,1983/05/30,-,-,-,http://mediaarts-db.jp/an/anime_series/1638
ANS000092000,劇場,忍者 ハットリくん ニンニンふるさと大作戦の巻,ニンジャ　ハットリクン　ニンニンフルサトダイサクセンノマキ,1983/03/13,-,東宝,原作/藤子不二雄 連載/小学館の学習雑誌 マミイ、ベビーブック、めばえ、よいこ、幼稚園、学習幼稚園、てれびくん、コロコロコミックほか,http://mediaarts-db.jp/an/anime_series/1634
ANS000092100,劇場,Dr.スランプ アラレちゃん ほよよ!世界一周大レース,ドクタースランプ　アラレチャン　ホヨヨ！セカイイッシュウダイ大レース,1983/03/13,-,東映,原作/鳥山明 （週刊少年ジャンプ）,http://mediaarts-db.jp/an/anime_series/1636
ANS000092300,劇場,チョロQダグラム,チョロキューダグラム,1983/07/09,-,松竹,原案/高橋良輔,http://mediaarts-db.jp/an/anime_series/1640
ANS000092400,OVA,交通安全でござる忍者ハットリくん,コウツウアンゼンデゴザルニンジャハットリクン,1983,-,NULL,NULL,http://mediaarts-db.jp/an/anime_series/1642
ANS000092500,OVA,Dr.スランプアラレちゃん交通ルールを守ろうよ,ドクタースランプアラレチャンコウツウルールヲマモロウヨ,1983,-,NULL,NULL,http://mediaarts-db.jp/an/anime_series/1644
ANS000092600,TV,OKAWARI-BOY スターザンS,オカワリボーイ　スターザンス,1984/01/07,1984/08/25,フジテレビ,原案/笹川ひろし,http://mediaarts-db.jp/an/anime_series/1646
ANS000092700,TV,牧場の少女カトリ,ボクジョウノショウジョカトリ,1984/01/08,1984/12/23,フジテレビ,原作/アウニ・ヌオリワーラ「Paimen Piikajaemanta」より,http://mediaarts-db.jp/an/anime_series/1648
ANS000092800,TV,超攻速ガルビオン,チョウコウソク　ガルビオン,1984/02/03,1984/06/29,テレビ朝日,連載/講談社・たのしい幼稚園、テレビマガジン,http://mediaarts-db.jp/an/anime_series/1650
ANS000092900,TV,重戦機エルガイム,ジュウセンキエルガイム,1984/02/04,1985/02/23,名古屋テレビ,原案/矢立肇■原作/富野由悠季,http://mediaarts-db.jp/an/anime_series/1652
ANS000093000,TV,リトル・エル・シドの冒険,リトル・エル・シドノボウケン,1984/02/06,1984/03/12,テレビ東京,オリジナル,http://mediaarts-db.jp/an/anime_series/1654
ANS000093100,TV,宗谷物語,ソウヤモノガタリ,1984/02/07,1984/06/26,テレビ東京,-,http://mediaarts-db.jp/an/anime_series/1656
ANS000093200,TV,夢戦士ウイングマン,ユメセンシ　ウイングマン,1984/02/07,1985/02/26,テレビ朝日,原作/桂正和 連載/週刊少年ジャンプ,http://mediaarts-db.jp/an/anime_series/1658
ANS000093400,劇場,綿の国星,ワタノクニホシ,1984/02/11,-,ヘラルド映画,原作/大島弓子 白泉社「LaLa」刊,http://mediaarts-db.jp/an/anime_series/1662
ANS000093300,劇場,うる星やつら2 ビューティフルドリーマー,ウルセイヤツラ2　ビューティフルドリーマー,1984/02/11,-,東宝,原作/高橋留美子 週刊少年サンデー連載,http://mediaarts-db.jp/an/anime_series/1660
ANS000093700,TV,ビデオ戦士レザリオン,ビデオセンシ　レザリオン,1984/03/04,1985/02/03,TBS,原作/八手三郎 連載「てれびくん」「小学館学習雑誌」「テレビランド」,http://mediaarts-db.jp/an/anime_series/1668
ANS000093500,TV,とんがり帽子のメモル,トンガリボウシノ　メモル,1984/03/03,1985/03/03,朝日放送,連載/（講談社）キャロル、たのしい幼稚園、おともだち、ディズニーランド,http://mediaarts-db.jp/an/anime_series/1664
ANS000093600,TV,ルパン三世PARTⅢ,ルパンサンセイパートスリー,1984/03/03,1985/11/06,よみうりテレビ,原作/モンキー・パンチ パワァコミックス（1～10話）、100てんランドコミックス（11～最終話）（双葉社刊）,http://mediaarts-db.jp/an/anime_series/1666
ANS000093800,劇場,風の谷のナウシカ,カゼノタニノナウシカ,1984/03/11,-,東映,原作・脚本/宮崎駿 徳間書店「月刊アニメージュ」連載「風の谷のナウシカ」より,http://mediaarts-db.jp/an/anime_series/1670
ANS000093900,劇場,超人ロック,チョウジンロック,1984/03/11,-,松竹系,原作、監修/聖悠紀 少年画報社「少年キング」連載中,http://mediaarts-db.jp/an/anime_series/1672
ANS000094100,劇場,おしん,オシン,1984/03/17,-,サンリオ映画,原作、脚本/橋田壽賀子 シネブック/サンリオ出版,http://mediaarts-db.jp/an/anime_series/1676
ANS000094000,劇場,名探偵ホームズ 青い紅玉の巻、海底の財宝の巻,メイタンテイホームズ アオイルビーノマキ カイテイノザイホウノマキ,1984/03/11,-,東映,オリジナル・アイデア/マルコ・パゴット,http://mediaarts-db.jp/an/anime_series/1674
ANS000094200,劇場,ドラえもん のび太の魔界大冒険,ノビタノマカイダイボウケン,1984/03/17,-,東宝,原作・脚本/藤子不二雄 連載/小学館の学習雑誌 マミイ、ベビーブック、めばえ、よいこ、幼稚園、学習幼稚園、コロコロコミック、別冊コロコロ、てれびくんほか,http://mediaarts-db.jp/an/anime_series/1678
ANS000094400,TV,小さな恋のものがたり,チイサナコイノモノガタリ　チッチトサリーハツコイノシキ,1984/03/20,1984/03/20,TBS,原作/みつはしちかこ （立風書房版）,http://mediaarts-db.jp/an/anime_series/1682
ANS000094300,TV,Gu-Guガンモ,グーグー　ガンモ,1984/03/18,1985/03/17,フジテレビ,原作/細野不二彦 小学館「少年サンデー」連載,http://mediaarts-db.jp/an/anime_series/1680
ANS000094700,TV,オヨネコぶーにゃん,オヨネコ　ブーニャン,1984/04/03,1985/03/19,テレビ朝日,原作/市川みさこ 連載/週刊少女コミック、ちゃお、小学館の学習雑誌,http://mediaarts-db.jp/an/anime_series/1688
ANS000094600,劇場,ウルトラマンキッズ M7.8星のゆかいな仲間,ウルトラマンキッズ　エムナナテンハチセイノユカイナナカマ,1984/03/17,-,松竹富士,制作企画/円谷皐 雑誌掲載/講談社,http://mediaarts-db.jp/an/anime_series/1686
ANS000094500,劇場,少年ケニヤ,ショウネンケニア,1984/03/10,-,東映,原作/山川惣治 角川文庫版,http://mediaarts-db.jp/an/anime_series/1684
ANS000094800,TV,巨神ゴーグ[ジャイアントゴーグ],ジャイアントゴーグ,1984/04/05,1984/09/27,テレビ東京,原案/矢立肇■原作/安彦良和,http://mediaarts-db.jp/an/anime_series/1690
ANS000094900,TV,らんぽう,ランポウ,1984/04/05,1984/09/27,フジテレビ,原作/内崎まさとし （週刊少年チャンピオン連載）,http://mediaarts-db.jp/an/anime_series/1692
ANS000095100,TV,まんがどうして物語,マンガ　ドウシテモノガタリ,1984/04/07,1986/03/29,TBS,-,http://mediaarts-db.jp/an/anime_series/1696
ANS000095000,TVスペシャル,キン肉マン 決戦!7人の正義超人vs宇宙野武士,キンニクマン　ケッセンシチニンノセイギチョウジンタイウチュウノブシ,1984/04/07,-,日本テレビ,ゆでたまご,http://mediaarts-db.jp/an/anime_series/1694
ANS000095200,TV,ガラスの仮面,ガラスノカメン,1984/04/09,1984/09/24,日本テレビ,原作/美内すずえ 白泉社「花とゆめ」連載,http://mediaarts-db.jp/an/anime_series/1698
ANS000095300,TV,チックンタックン,チックンタックン,1984/04/09,1984/09/28,フジテレビ,原作/石森章太郎 「1年～6年の科学」「1年～6年の学習」、以上（1～11話）「なかよしがくしゅう」「幼児のがくしゅう」「幼児のかがく」、以上（3～11話）連載,http://mediaarts-db.jp/an/anime_series/1700
